"event_title","event_id","event_subtitle","event_type","event_desc","event_loc","event_start","event_end","exp_attendance","exp_participants","event_host","event_url","event_address","latitude","longitude"
"The Mercato Little Italy's Farmers' Market","50000","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs,
flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The
Mercato also offers artisan foods and specialty items of all shapes and sizes.","W. Cedar St between Front St. and Kettner Blvd. for Phase I and transitioning to W. Date St. between Front Street and its cul-de-sac west of Kettner Boulevard for Phase II","2018-06-16 08:00:00","2018-06-16 14:00:00","1,500","400","Little Italy Association of San Diego","www.littleitalymercato.com","Cedar & Front Streets","32.7219778","-117.1615697"
"Food Truck Fridays","50660","","FARMERS","On Friday evenings from June 1 to September 28, visitors of all ages can enjoy live family friendly entertainment while eating gourmet treats from a rotating selection of more than a dozen food trucks parked on the Plaza de Panama and El Prado walkway from 4:00 to 8:00 p.m. ","Plaza de Panama and El Prado","2018-06-15 16:00:00","2018-06-15 20:00:00","2,000","60","Parks & Recreation","www.balboapark.org","1450 El Prado","32.7316611885","-117.151808969"
"North Park Thursday Market","50050","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs,
artisan products, and craft vendors providing North Park residents and visitors with healthy
foods in a family oriented community gathering place. ","North Park Way between Granada Avenue and 30th
Street","2018-06-14 15:00:00","2018-06-14 19:30:00","900","70","North Park Main Street","www.northparkmarket.com","North Park Way & Granada Avenue ","32.7474103","-117.1266214"
"Ocean Beach Certified Farmer's Market (Wednesdays)","50184","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items
include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared
foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets","2018-06-13 16:00:00","2018-06-13 20:00:00","1,200","60","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","Newport Avenue & Bacon Street","32.7431327","-117.2449981"
"Curbside Bites Food Truck Markets - Downtown Lunch","49806","","FARMERS","Every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve
lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you
like and it's quickly served. Anticipated Attendance: 300/day. Anticipated Participants: 25.
Location:"," B Street between India & Columbia Streets. ","2018-06-13 11:00:00","2018-06-13 14:00:00","300","30","Curbside Bites","www.curbsidebites.com","B & India Streets","32.715738","-117.1610838"
"Pacific Beach Tuesday Farmers' Market","50478","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacific Beach residents and visitors healthy food in a family friendly gathering place.","Bayard Street between Grand and Garnet Avenues","2018-06-12 14:00:00","2018-06-12 19:00:00","800","60","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.7999983","-117.254587"
"Sunday Artisan Market","50560","","FARMERS","The Sunday Artisan Market provides space for local artisans, crafters, & retailers to display and sell their goods and services The market also provides a venue far local entertainers to perform and space for other community organizations to promote their activities. ","5th Avenue between Market Street and Island Avenue","2018-06-10 10:00:00","2018-06-10 15:00:00","3,000","20","Gaslamp Quarter Association","www.gaslamp.org","5th Avenue & Market Street","32.7313918","-117.1602848"
"2018 Hillcrest Farmers' Market (Sundays)","49924","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!
","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue","2018-06-10 09:00:00","2018-06-10 14:00:00","2,000","400","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street ","32.7485423","-117.149901"
"Old Town Artisan's Market","50368","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift
items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street","2018-06-10 09:00:00","2018-06-10 16:30:00","1,000","100","Old Town San Diego Chamber of Commerce","","Harney Street & San Diego Avenue","32.7527792","-117.1949018"
"Ray at Night (2nd Saturday Each Month)","50136","","FARMERS","On the second Saturday of each month, participating businesses, galleries, and shops on and around Ray Street are open late to offer a pleasant art walk experience. Patrons can shop in
style amid musical entertainment where there are open sidewalk booths. ","Ray Street between University Avenue & North Park Way","2018-06-09 18:00:00","2018-06-09 22:00:00","500","40","North Park for the Arts","www.northparkarts.org","Ray Street & University Avenue ","32.7447533","-117.1292257"
"Hess Fest - Hess Brewing Anniversary Party","50746","","FESTIVAL","Amid rock music, Hess Fest is offering samplings of locally brewed beer and tastings from gourmet
eateries. Ibis event is a fundraiser for the San Diego Music Foundation, YMCA of San Diego County, and Navy Seal Foundation.","Grim Avenue between University Ave. & North Park
Way","2018-06-09 11:30:00","2018-06-09 17:00:00","1,000","60","San Diego Music Foundation","www.mikehessbrewing.com","3812 Grim Avenue","32.7477030995","-117.128540565"
"City Heights Farmer's Market (Every Saturday)","50101","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items
include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop! ","Wightman Street between 43rd Street and Fairmont Avenue","2018-06-09 09:00:00","2018-06-09 13:00:00","500","100","San Diego County Farm Bureau","www.sdfarmbureau.org","Wightman & 43rd Streets","32.7477532","-117.0999832"
"Old Town Artisan's Market","50367","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift
items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street","2018-06-09 09:00:00","2018-06-09 16:30:00","1,000","100","Old Town San Diego Chamber of Commerce","","Harney Street & San Diego Avenue","32.7527792","-117.1949018"
"Gaslamp Sessions","50686","","ATHLETIC","Join the hottest workout in the Gaslamp District. Balanced Fitness & Health and the Downtown Partnership are bringing your workout to the street. Join us for Yoga, Cross Fit and HIIT
sessions with a live DJ and giveaways.","Island Avenue between 4th and 5th Avenues","2018-06-09 08:00:00","2018-06-09 12:00:00","200","50","Downtown San Diego Business Improvement District","www.downtownsandiego.org","Island & 4th Avenues","",""
"The Mercato Little Italy's Farmers' Market","49999","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs,
flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The
Mercato also offers artisan foods and specialty items of all shapes and sizes.","W. Cedar St between Front St. and Kettner Blvd. for Phase I and transitioning to W. Date St. between Front Street and its cul-de-sac west of Kettner Boulevard for Phase II","2018-06-09 08:00:00","2018-06-09 14:00:00","1,500","400","Little Italy Association of San Diego","www.littleitalymercato.com","Cedar & Front Streets","32.7219778","-117.1615697"
"SD Legends 5K","50615","","ATHLETIC","It's early summer and the sun is up! Come and join celebrities and others on a 5K run/walk and a 1-mile kid's run at Liberty Station. Proceeds benefit local area sports leagues and facilities. Enjoy the post-event celebration! ","NTC Park at Liberty Station","2018-06-09 07:00:00","2018-06-09 12:00:00","3,000","150","Integrated Sports Marketing","www.legends5k.com","2455 Cushing Road","32.7348786887","-117.213908106"
"Food Truck Fridays","50659","","FARMERS","On Friday evenings from June 1 to September 28, visitors of all ages can enjoy live family friendly entertainment while eating gourmet treats from a rotating selection of more than a dozen food trucks parked on the Plaza de Panama and El Prado walkway from 4:00 to 8:00 p.m. ","Plaza de Panama and El Prado","2018-06-08 16:00:00","2018-06-08 20:00:00","2,000","60","Parks & Recreation","www.balboapark.org","1450 El Prado","32.7316611885","-117.151808969"
"North Park Thursday Market","50049","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs,
artisan products, and craft vendors providing North Park residents and visitors with healthy
foods in a family oriented community gathering place. ","North Park Way between Granada Avenue and 30th
Street","2018-06-07 15:00:00","2018-06-07 19:30:00","900","70","North Park Main Street","www.northparkmarket.com","North Park Way & Granada Avenue ","32.7474103","-117.1266214"
"Ocean Beach Certified Farmer's Market (Wednesdays)","50183","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items
include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared
foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets","2018-06-06 16:00:00","2018-06-06 20:00:00","1,200","60","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","Newport Avenue & Bacon Street","32.7431327","-117.2449981"
"Curbside Bites Food Truck Markets - Downtown Lunch","49805","","FARMERS","Every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve
lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you
like and it's quickly served. Anticipated Attendance: 300/day. Anticipated Participants: 25.
Location:"," B Street between India & Columbia Streets. ","2018-06-06 11:00:00","2018-06-06 14:00:00","300","30","Curbside Bites","www.curbsidebites.com","B & India Streets","32.715738","-117.1610838"
"Pacific Beach Tuesday Farmers' Market","50477","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacific Beach residents and visitors healthy food in a family friendly gathering place.","Bayard Street between Grand and Garnet Avenues","2018-06-05 14:00:00","2018-06-05 19:00:00","800","60","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.7999983","-117.254587"
"St. Rita's Annual Bazaar (2-day event)","50698","","FESTIVAL","In its 66th year, the bazaar has something for everyone! There are games, merchandise, food, a beer garden, and entertainment! Come and enjoy!","5115 Churchward Street","2018-06-03 10:00:00","2018-06-03 19:00:00","500","50","St. Rita's Catholic Church","www.stritasd.weconnect.com/","5115 Churchward Street","32.7036448","-117.0842809"
